frame_idx,timestamp,track_id,conf,infer_ms,jump_count,spm,state,dt,expected_dt,hip_amp,shoulder_amp,amp_ewma,lift_th,lift_noise_sigma,ground_y,hip_y,shoulder_ground_y,shoulder_y,is_airborne,bbox_x1,bbox_y1,bbox_x2,bbox_y2
9,0.36,2,0.8417268991470337,27.572504011914134,0,0.0,IDLE,,,,,,8.58389368057251,0.7848260375976562,894.393310546875,894.017578125,658.9071655273438,658.7176513671875,False,1896,454,2183,1312
9,0.36,1,0.795892059803009,27.572504011914134,0,0.0,IDLE,,,,,,14.474624523925781,4.824874841308594,860.4605102539062,860.4554443359375,603.6596069335938,604.7830810546875,False,1051,285,1459,1333
10,0.4,2,0.8465749025344849,27.697037905454636,0,0.0,IDLE,,,,,,8.600403213500977,0.8046435058593749,894.3701782226562,894.3692016601562,659.012939453125,659.012939453125,False,1895,456,2182,1316
10,0.4,3,0.8487958908081055,27.697037905454636,0,0.0,IDLE,,,,,,9.789523887634278,0.7494894104003906,874.9251708984375,873.0415649414062,626.865966796875,627.7418823242188,False,349,336,680,1315
10,0.4,1,0.782990574836731,27.697037905454636,0,0.0,IDLE,,,,,,10.143635773658753,0.9969362915039062,860.4754638671875,860.4754638671875,604.7830810546875,606.9778442382812,False,988,324,1457,1338
11,0.44,2,0.8091909289360046,28.17386412061751,0,0.0,IDLE,,,,,,8.630442667007447,0.9188427978515624,894.5784301757812,895.595458984375,658.9992065429688,658.6075439453125,False,1893,459,2183,1322
11,0.44,3,0.82462477684021,28.17386412061751,0,0.0,IDLE,,,,,,9.599289178848267,0.953772216796875,874.86572265625,871.8178100585938,627.7418823242188,628.08154296875,False,346,353,677,1313
11,0.44,1,0.775967001914978,28.17386412061751,0,0.0,IDLE,,,,,,9.412613868713379,0.37445061035156246,860.5030517578125,860.7080078125,605.3399658203125,605.40185546875,False,957,385,1464,1327
12,0.48,2,0.8372418880462646,28.142951196059585,0,0.0,IDLE,,,,,,8.575012350082398,0.865815234375,895.3966674804688,896.4014282226562,658.9854736328125,657.724365234375,False,1894,462,2181,1319
12,0.48,1,0.7499125003814697,28.142951196059585,0,0.0,IDLE,,,,,,9.28843789100647,1.1067920288085937,860.6676025390625,861.7159423828125,605.2821044921875,604.802978515625,False,916,408,1466,1337
13,0.52,2,0.8135814070701599,27.852975064888597,0,0.0,IDLE,,,,,,8.515506792068482,1.126066552734375,895.5367431640625,895.399658203125,658.9716796875,657.412109375,False,1892,463,2181,1314
13,0.52,1,0.7068488597869873,27.852975064888597,0,0.0,IDLE,,,,,,8.953532123565674,1.5706474731445312,861.2868041992188,861.5348510742188,605.22216796875,603.4472045898438,False,902,432,1476,1328
13,0.52,3,0.7939871549606323,27.852975064888597,0,0.0,IDLE,,,,,,9.759499454498291,1.0167537597656249,874.7312622070312,871.647216796875,627.64453125,626.5494384765625,False,338,361,667,1337
14,0.56,2,0.8001548647880554,27.8671239502728,0,0.0,IDLE,,,,,,8.545139837265015,1.4044160156249998,895.5171508789062,895.3593139648438,658.9579467773438,657.071533203125,False,1889,460,2185,1314
14,0.56,1,0.7376699447631836,27.8671239502728,0,0.0,IDLE,,,,,,9.106896543502808,1.6821772888183593,861.6434936523438,861.9759521484375,605.1622924804688,602.9813232421875,False,898,434,1480,1344
14,0.56,3,0.7512332797050476,27.8671239502728,0,0.0,IDLE,,,,,,9.933966636657715,1.0796448120117186,874.5968017578125,869.989990234375,627.5472412109375,624.3900146484375,False,332,350,663,1343
15,0.6,2,0.8234918117523193,27.489453088492155,0,0.0,IDLE,,,,,,8.49629487991333,1.126066552734375,895.49755859375,893.95654296875,658.9442138671875,658.1085205078125,False,1890,464,2185,1314
15,0.6,1,0.7489089369773865,27.489453088492155,0,0.0,IDLE,,,,,,9.19438591003418,1.6563421875,861.6696166992188,861.623291015625,605.1024169921875,604.2425537109375,False,896,434,1489,1353
15,0.6,3,0.74083411693573,27.489453088492155,0,0.0,IDLE,,,,,,9.9743577003479,1.0796448120117186,874.4623413085938,866.839599609375,627.4498901367188,621.4678955078125,False,324,348,667,1346
16,0.64,2,0.8327578902244568,29.247618978843093,0,0.0,IDLE,,,,,,8.415676259994507,0.9568489013671875,895.4779663085938,892.42578125,658.9304809570312,657.6644287109375,False,1888,464,2186,1306
16,0.64,1,0.7883561253547668,29.247618978843093,0,0.0,IDLE,,,,,,9.08678641319275,1.5753529907226562,861.8199462890625,864.0634155273438,606.0322265625,607.6239013671875,False,914,433,1495,1342
16,0.64,3,0.7775489091873169,29.247618978843093,0,0.0,IDLE,,,,,,9.615542936325074,1.0796448120117186,874.327880859375,865.6556396484375,627.3526000976562,620.1116943359375,False,315,376,666,1338
17,0.68,2,0.8539413213729858,27.68657193519175,0,0.0,IDLE,,,,,,8.48053936958313,1.135477587890625,895.4583740234375,891.0206298828125,658.916748046875,657.507568359375,False,1887,468,2183,1316
17,0.68,3,0.813541054725647,27.68657193519175,0,0.0,IDLE,,,,,,9.267245864868164,1.0796448120117186,874.193359375,867.9085693359375,627.2552490234375,620.6112670898438,False,310,405,670,1332
17,0.68,1,0.7950021028518677,27.68657193519175,0,0.0,IDLE,,,,,,9.099653291702271,1.4943637939453125,862.6021728515625,866.2528076171875,607.171630859375,609.092041015625,False,940,432,1504,1342
18,0.72,2,0.8210052251815796,31.617186963558197,0,0.0,IDLE,,,,,,8.464505767822265,1.3141062744140624,895.4388427734375,890.1708374023438,658.9029541015625,657.0722045898438,False,1890,467,2186,1313
18,0.72,1,0.8158602714538574,31.617186963558197,0,0.0,IDLE,,,,,,9.024911499023437,1.5706474731445312,864.10595703125,864.2762451171875,607.9175415039062,610.1121826171875,False,960,439,1521,1341
19,0.76,2,0.8508222103118896,27.516653994098306,0,0.0,IDLE,,,,,,8.476481294631958,1.1634392211914062,895.4192504882812,890.4805297851562,658.8892211914062,657.0208740234375,False,1886,466,2185,1314
19,0.76,1,0.8680753111839294,27.516653994098306,0,0.0,IDLE,,,,,,9.028764867782593,1.6510937255859375,864.084716796875,863.16748046875,609.1940307617188,613.198974609375,False,973,432,1524,1335
19,0.76,3,0.7520603537559509,27.516653994098306,0,0.0,IDLE,,,,,,8.771795940399171,1.0796448120117186,874.0588989257812,865.9221801757812,627.157958984375,623.0362548828125,False,302,448,671,1325
20,0.8,2,0.8169559240341187,28.01536791957915,0,0.0,IDLE,,,,,,8.443638181686401,1.3163685424804688,895.399658203125,890.591552734375,658.87548828125,657.451171875,False,1887,466,2186,1310
20,0.8,3,0.7775759696960449,28.01536791957915,0,0.0,IDLE,,,,,,8.618391180038453,1.0796448120117186,873.9244384765625,866.516357421875,627.0606079101562,625.4053955078125,False,303,460,673,1322
20,0.8,1,0.8487000465393066,28.01536791957915,0,0.0,IDLE,,,,,,8.989266443252564,1.7017685302734373,864.0634155273438,862.2872314453125,610.1121826171875,616.3778076171875,False,987,432,1529,1331
21,0.84,2,0.827224850654602,27.463492937386036,0,0.0,IDLE,,,,,,8.46056571006775,1.441381475830078,895.3956298828125,890.957763671875,658.8596801757812,657.5221557617188,False,1887,467,2184,1313
21,0.84,1,0.8357346653938293,27.463492937386036,0,0.0,IDLE,,,,,,8.9714102268219,1.7477378173828124,863.9738159179688,862.1766357421875,612.8903198242188,618.05078125,False,1006,435,1536,1332
22,0.88,2,0.8193517327308655,27.45448611676693,0,0.0,IDLE,,,,,,8.460613346099853,1.5122809570312499,895.3916015625,890.5704956054688,658.8439331054688,657.5055541992188,False,1888,469,2184,1315
22,0.88,1,0.8435537815093994,27.45448611676693,0,0.0,IDLE,,,,,,8.92796573638916,1.8391334472656249,863.9783935546875,863.63818359375,615.7420654296875,618.5062255859375,False,1009,434,1546,1327
23,0.92,1,0.8401733040809631,27.620882960036397,0,0.0,IDLE,,,,,,8.955977869033815,2.0091655151367185,864.1489868164062,864.1856689453125,617.5488891601562,618.6029052734375,False,1008,433,1546,1328
23,0.92,2,0.8311875462532043,27.620882960036397,0,0.0,IDLE,,,,,,8.454660558700562,1.6129066406249999,895.3875732421875,890.4759521484375,658.828125,657.31591796875,False,1886,469,2184,1315
23,0.92,3,0.8469322919845581,27.620882960036397,0,0.0,IDLE,,,,,,8.465051651000977,1.1631677490234373,873.7899780273438,867.1324462890625,627.77490234375,627.9068603515625,False,288,463,681,1310
24,0.96,1,0.8403792381286621,28.105401899665594,0,0.0,IDLE,,,,,,8.815248155593872,2.2246239257812497,864.239990234375,864.2996215820312,618.3240356445312,618.9610595703125,False,1011,437,1546,1319
24,0.96,2,0.8306716084480286,28.105401899665594,0,0.0,IDLE,,,,,,8.470149564743043,1.8226641357421873,895.383544921875,890.8511962890625,658.8123779296875,657.3458251953125,False,1889,466,2181,1313
24,0.96,3,0.8364377021789551,28.105401899665594,0,0.0,IDLE,,,,,,8.508555364608764,1.1631677490234373,873.655517578125,866.98388671875,627.92431640625,629.089111328125,False,289,459,692,1310
25,1.0,2,0.8225828409194946,27.623422909528017,0,0.0,IDLE,,,,,,8.50714430809021,1.875013018798828,895.3795166015625,892.314208984375,658.7965698242188,657.9194946289062,False,1889,468,2181,1318
25,1.0,1,0.8351966738700867,27.623422909528017,0,0.0,IDLE,,,,,,8.864468622207642,2.350677502441406,864.23095703125,864.1239624023438,618.5545654296875,620.0521240234375,False,1010,436,1547,1323
25,1.0,3,0.8325283527374268,27.623422909528017,0,0.0,IDLE,,,,,,8.512811279296875,1.27917685546875,873.5210571289062,868.102783203125,628.08154296875,629.308837890625,False,281,457,706,1309
26,1.04,1,0.8541279435157776,27.589702047407627,0,0.0,IDLE,,,,,,8.897875213623047,2.476731079101562,864.221923828125,863.4170532226562,618.7461547851562,621.1942138671875,False,1008,436,1548,1325
26,1.04,2,0.8311927318572998,27.589702047407627,0,0.0,IDLE,,,,,,8.46824369430542,2.091150109863281,895.3754272460938,891.6597290039062,658.78076171875,657.431884765625,False,1889,468,2184,1315
26,1.04,3,0.8431267738342285,27.589702047407627,0,0.0,IDLE,,,,,,8.499425554275513,1.3074099609374998,873.5076293945312,869.080322265625,628.9883422851562,630.5007934570312,False,265,459,729,1309
27,1.08,2,0.8500128984451294,27.416974073275924,0,0.0,IDLE,,,,,,8.51916790008545,2.023463049316406,895.3713989257812,892.01708984375,658.7650146484375,657.1622314453125,False,1888,467,2183,1319
27,1.08,1,0.8657910823822021,27.416974073275924,0,0.0,IDLE,,,,,,8.848458194732666,2.4090440185546873,864.2128295898438,862.919677734375,619.2883911132812,622.6143798828125,False,1009,438,1545,1322
27,1.08,3,0.848258912563324,27.416974073275924,0,0.0,IDLE,,,,,,8.47971968650818,1.8268267089843748,873.4942016601562,869.9988403320312,629.264892578125,630.8095703125,False,260,460,737,1308
28,1.12,2,0.8653673529624939,27.45389216579497,0,0.0,IDLE,,,,,,8.512146091461181,2.1195641967773438,895.3673706054688,892.3585205078125,658.7492065429688,656.9622192382812,False,1888,466,2186,1317
28,1.12,1,0.8892098665237427,27.45389216579497,0,0.0,IDLE,,,,,,8.829659986495972,2.3413569580078124,864.2037963867188,863.0241088867188,620.280517578125,623.4901733398438,False,998,439,1547,1322
28,1.12,3,0.8388545513153076,27.45389216579497,0,0.0,IDLE,,,,,,8.432032155990601,2.0358602783203126,873.4808349609375,870.631591796875,630.1431884765625,630.7691040039062,False,251,464,756,1307
29,1.16,3,0.8397122621536255,27.364392997696996,0,0.0,IDLE,,,,,,8.48910312652588,2.0391179443359375,873.4674072265625,870.9068603515625,630.6378784179688,630.7293090820312,False,252,462,762,1311
29,1.16,1,0.878046989440918,27.364392997696996,0,0.0,IDLE,,,,,,8.906747102737427,2.116170794677734,864.1947021484375,862.5596313476562,621.0914916992188,621.080078125,False,1002,440,1549,1330
29,1.16,2,0.8796024918556213,27.364392997696996,0,0.0,IDLE,,,,,,8.489103984832763,2.1275273803710935,895.3633422851562,891.4708862304688,658.7334594726562,657.2879638671875,False,1888,468,2193,1317
30,1.2,1,0.8546696901321411,27.788911946117878,0,0.0,IDLE,,,,,,8.916898727416992,1.5990615600585936,864.1856689453125,862.7361450195312,621.080078125,619.9098510742188,False,1002,440,1547,1331
30,1.2,2,0.8579230308532715,27.788911946117878,0,0.0,IDLE,,,,,,8.518431043624878,2.1275273803710935,895.3593139648438,888.558837890625,658.7176513671875,657.409423828125,False,1889,466,2193,1318
30,1.2,3,0.8160882592201233,27.788911946117878,0,0.0,IDLE,,,,,,8.441313028335571,1.7865130920410155,873.4539794921875,870.9279174804688,630.7492065429688,631.451171875,False,251,462,770,1306
31,1.24,1,0.8540793657302856,27.75563602335751,0,0.0,IDLE,,,,,,8.895070266723634,1.5846282897949218,864.1795043945312,862.9254150390625,620.977294921875,619.3639526367188,False,1002,440,1541,1330
31,1.24,3,0.7942805290222168,27.75563602335751,0,0.0,IDLE,,,,,,8.482637929916383,1.7586871948242186,873.4405517578125,871.353759765625,630.7852783203125,632.2960205078125,False,257,462,774,1310
31,1.24,2,0.8225328922271729,27.75563602335751,0,0.0,IDLE,,,,,,8.490440797805785,2.1275273803710935,895.2835083007812,886.751708984375,658.710693359375,656.740966796875,True,1887,471,2202,1320
32,1.28,1,0.8607689142227173,28.208567993715405,0,0.0,IDLE,,,,,,8.875691843032838,1.649917346191406,864.17333984375,863.1492919921875,620.87451171875,618.8485107421875,False,1001,440,1539,1328
32,1.28,3,0.8017299175262451,28.208567993715405,0,0.0,IDLE,,,,,,8.482571411132813,1.665074542236328,873.4271240234375,870.9170532226562,631.0020751953125,633.1292724609375,False,265,461,771,1309
32,1.28,2,0.6732192039489746,28.208567993715405,0,0.0,IDLE,,,,,,8.458894157409668,2.1275273803710935,895.207763671875,883.586181640625,658.7037963867188,656.5134887695312,True,1886,470,2213,1316
33,1.32,2,0.8463611602783203,28.37823610752821,0,0.0,IDLE,,,,,,8.422598505020142,2.1275273803710935,895.1319580078125,878.93017578125,658.6968383789062,654.7830200195312,True,1885,474,2214,1316
33,1.32,1,0.8510823249816895,28.37823610752821,0,0.0,IDLE,,,,,,8.828757905960083,1.4936398681640624,864.1671752929688,862.5787353515625,620.7716674804688,618.227783203125,False,1012,444,1534,1327
33,1.32,3,0.8151059746742249,28.37823610752821,0,0.0,IDLE,,,,,,8.494007062911987,1.505765625,873.4137573242188,871.4720458984375,631.6201171875,633.7422485351562,False,280,460,768,1309
34,1.36,1,0.8479399681091309,27.401332976296544,0,0.0,IDLE,,,,,,8.744950675964356,1.5476628295898436,864.1610107421875,861.075439453125,620.6688842773438,617.7850341796875,False,1014,445,1532,1320
34,1.36,3,0.8240851163864136,27.401332976296544,0,0.0,IDLE,,,,,,8.454648113250732,1.7865130920410155,873.4003295898438,870.2487182617188,632.3793334960938,633.7348022460938,False,287,460,758,1305
34,1.36,2,0.839938759803772,27.401332976296544,0,0.0,IDLE,,,,,,8.280386066436767,2.1275273803710935,895.0562133789062,871.8245849609375,658.68994140625,655.8523559570312,True,1890,470,2221,1298
35,1.4,1,0.8502182960510254,27.594338869675994,0,0.0,IDLE,,,,,,8.755789804458619,1.5592003967285155,864.15478515625,860.6793212890625,620.5661010742188,618.9977416992188,False,1023,445,1526,1320
35,1.4,2,0.7982642650604248,27.594338869675994,0,0.0,IDLE,,,,,,8.38861255645752,2.1275273803710935,894.98046875,867.48779296875,658.6829833984375,655.609375,True,1892,467,2228,1306
35,1.4,3,0.804948091506958,27.594338869675994,0,0.0,IDLE,,,,,,8.419503450393677,1.8137055541992186,873.3869018554688,869.7482299804688,633.1292724609375,634.0072021484375,False,300,464,744,1306
36,1.44,2,0.7285768389701843,27.554788859561086,0,0.0,IDLE,,,,,,8.422651720046996,2.1275273803710935,894.9046630859375,865.52978515625,658.6760864257812,655.191650390625,True,1893,469,2227,1312
36,1.44,3,0.8020341396331787,27.554788859561086,0,0.0,IDLE,,,,,,8.416766738891601,1.9717476013183592,873.3523559570312,868.7525634765625,633.1063232421875,632.9000244140625,False,308,464,727,1305
36,1.44,1,0.8081720471382141,27.554788859561086,0,0.0,IDLE,,,,,,7.988833808898926,1.5990615600585936,864.1486206054688,858.3875732421875,620.4633178710938,619.035888671875,False,1030,445,1526,1244
37,1.48,2,0.6480995416641235,27.78958505950868,0,0.0,IDLE,,,,,,8.411810874938965,2.1210120483398436,894.9046630859375,865.7005004882812,658.6760864257812,652.6812744140625,True,1890,470,2223,1311
37,1.48,3,0.7956799864768982,27.78958505950868,0,0.0,IDLE,,,,,,8.409115362167359,2.0088035522460936,873.3178100585938,868.1016235351562,633.0834350585938,632.3971557617188,False,318,465,713,1306
37,1.48,1,0.8031297922134399,27.78958505950868,0,0.0,IDLE,,,,,,7.14211449623108,1.5990615600585936,864.1486206054688,854.5839233398438,620.4633178710938,618.7653198242188,True,1041,447,1518,1161
38,1.52,2,0.818564236164093,27.283936040475965,0,0.0,IDLE,,,,,,8.440151739120484,2.4822962585449218,894.9046630859375,867.1531982421875,658.6760864257812,652.4111328125,True,1887,464,2220,1308
38,1.52,1,0.8845144510269165,27.283936040475965,0,0.0,IDLE,,,,,,7.140907716751099,1.5990615600585936,864.1486206054688,848.7763671875,620.4633178710938,617.1307373046875,True,1063,448,1517,1162
38,1.52,3,0.7909784913063049,27.283936040475965,0,0.0,IDLE,,,,,,8.48480257987976,2.047307354736328,873.2833251953125,867.9578857421875,633.0604858398438,630.865234375,False,323,461,693,1309
39,1.56,3,0.77789306640625,27.59453607723117,0,0.0,IDLE,,,,,,8.423090314865112,2.3456100219726563,873.248779296875,868.3126831054688,633.03759765625,631.820068359375,False,336,467,696,1309
39,1.56,2,0.7750387787818909,27.59453607723117,0,0.0,IDLE,,,,,,8.253664827346801,2.359998046875,894.9046630859375,870.0098266601562,658.6760864257812,656.6493530273438,True,1899,463,2223,1288
39,1.56,1,0.6355161666870117,27.59453607723117,0,0.0,IDLE,,,,,,8.245332384109497,1.5990615600585936,864.1486206054688,850.9434814453125,620.4633178710938,617.400634765625,True,1070,447,1516,1271
40,1.6,3,0.7776403427124023,28.354510199278593,0,0.0,IDLE,,,,,,8.483041763305664,2.463881396484375,873.2142333984375,868.9388427734375,633.0146484375,631.3228759765625,False,342,464,693,1312
40,1.6,1,0.816157877445221,28.354510199278593,0,0.0,IDLE,,,,,,8.142245435714722,1.5990615600585936,864.1486206054688,854.936767578125,621.125732421875,621.3412475585938,True,1087,447,1515,1261
41,1.64,2,0.5204362273216248,27.538010152056813,0,0.0,IDLE,,,,,,8.376347780227661,2.5397126220703123,894.9046630859375,871.1365966796875,658.78076171875,659.2530517578125,True,1896,462,2223,1300
41,1.64,3,0.8011811375617981,27.538010152056813,0,0.0,IDLE,,,,,,8.454045581817628,2.522971838378906,873.1796875,869.21533203125,632.99169921875,630.6187744140625,False,360,465,687,1310
41,1.64,1,0.8150074481964111,27.538010152056813,0,0.0,IDLE,,,15.37225341796875,4.122314453125,,8.670441913604737,1.8997622314453124,864.1486206054688,859.7075805664062,621.2530517578125,623.3504638671875,False,1091,446,1509,1313
42,1.68,3,0.7794056534767151,27.709463145583868,0,0.0,IDLE,,,,,,8.447941303253174,2.507859887695312,873.1796875,867.7609252929688,632.99169921875,629.464599609375,False,363,465,678,1310
42,1.68,1,0.8042033910751343,27.709463145583868,0,0.0,IDLE,,,,,,8.721378564834595,2.0029216552734375,864.1486206054688,859.568115234375,621.8505249023438,623.90673828125,False,1096,447,1501,1319
42,1.68,2,0.8323967456817627,27.709463145583868,0,0.0,IDLE,,,,,,8.298168897628784,2.4597188232421874,894.9046630859375,872.65478515625,658.9304809570312,660.7945556640625,True,1894,464,2231,1293
43,1.72,3,0.7767345309257507,27.655496960505843,0,0.0,IDLE,,,,,,8.479342460632324,2.4038860473632813,873.1796875,866.6400146484375,632.99169921875,626.3726196289062,False,361,463,679,1311
43,1.72,1,0.7998263835906982,27.655496960505843,0,0.0,IDLE,,,,,,8.699950075149536,1.7966028076171874,864.1486206054688,862.0294189453125,622.9088134765625,624.3552856445312,False,1104,445,1496,1315
43,1.72,2,0.8140666484832764,27.655496960505843,0,0.0,IDLE,,,,,,8.453743886947631,2.4473215942382813,894.9046630859375,875.1983642578125,659.0847778320312,662.1468505859375,True,1886,461,2233,1307
44,1.76,2,0.8343555927276611,27.71840081550181,0,0.0,IDLE,,,,,,8.464701461791993,2.5254150878906247,894.9046630859375,879.7379150390625,659.2167358398438,663.6200561523438,True,1888,462,2235,1309
44,1.76,1,0.8082368969917297,27.71840081550181,0,0.0,IDLE,,,,,,8.441817712783813,1.7966028076171874,864.1486206054688,860.2579345703125,623.2494506835938,623.1820678710938,False,1104,447,1495,1291
44,1.76,3,0.7835134267807007,27.71840081550181,0,0.0,IDLE,,,,,,8.40233473777771,2.29991220703125,873.1796875,865.5926513671875,632.99169921875,624.2068481445312,False,369,468,675,1308
45,1.8,2,0.8434192538261414,28.943415032699704,0,0.0,IDLE,,,,,,8.535123825073242,2.43166669921875,894.9046630859375,881.7045288085938,659.86962890625,663.3670043945312,True,1888,459,2236,1312
45,1.8,3,0.7745304703712463,28.943415032699704,0,0.0,IDLE,,,,,,8.45182728767395,2.134178448486328,873.1796875,864.5301513671875,632.99169921875,621.2984619140625,True,375,463,670,1308
45,1.8,1,0.7975435256958008,28.943415032699704,0,0.0,IDLE,,,,,,8.718298101425171,1.7966028076171874,864.1486206054688,859.5538330078125,623.2494506835938,621.7310791015625,False,1103,446,1489,1318
46,1.84,2,0.8320115208625793,27.861595153808594,0,0.0,IDLE,,,29.2354736328125,8.92431640625,,8.572894048690797,2.144720617675781,894.7652587890625,886.8423461914062,661.33544921875,663.4403686523438,False,1885,454,2239,1311
46,1.84,1,0.8258466720581055,27.861595153808594,0,0.0,IDLE,,,,,,8.739005613327027,1.6750737670898437,864.1486206054688,861.3207397460938,623.2494506835938,621.693359375,False,1107,447,1484,1321
46,1.84,3,0.7648341059684753,27.861595153808594,0,0.0,IDLE,,,,,,8.44299144744873,2.073413928222656,873.1796875,864.2706298828125,632.99169921875,619.9202270507812,True,382,466,671,1310
47,1.88,3,0.7853586673736572,27.755901915952563,0,0.0,IDLE,,,8.36700439453125,14.2337646484375,,8.457428598403931,2.4412587158203123,872.3073120117188,863.9403076171875,632.99169921875,618.7579345703125,False,382,465,673,1311
47,1.88,1,0.8408989310264587,27.755901915952563,0,0.0,IDLE,,,,,,8.815909051895142,1.4329205932617186,864.1486206054688,861.7740478515625,623.2494506835938,621.5101318359375,False,1105,441,1481,1322
47,1.88,2,0.8334879279136658,27.755901915952563,0,0.0,IDLE,,,,,,8.522853899002076,1.864154132080078,894.7652587890625,887.831787109375,662.0274658203125,661.9478759765625,False,1891,458,2224,1310
48,1.92,3,0.7695852518081665,28.671816922724247,0,0.0,IDLE,,,,,,8.382363224029541,2.507859887695312,871.7154541015625,863.192138671875,632.99169921875,618.787353515625,True,382,464,673,1302
48,1.92,1,0.7755172252655029,28.671816922724247,0,0.0,IDLE,,,,,,8.81516489982605,1.3050572021484375,864.1486206054688,861.7523193359375,623.2494506835938,622.1373291015625,False,1105,438,1473,1320
48,1.92,2,0.7042155861854553,28.671816922724247,0,0.0,IDLE,,,,,,8.54705686569214,1.4157273559570311,894.5176391601562,889.43896484375,662.136474609375,662.1295166015625,False,1896,455,2218,1309
49,1.96,1,0.8212338089942932,28.08420709334314,0,0.0,IDLE,,,,,,8.84817967414856,1.3610709594726562,864.1486206054688,862.4990234375,623.2494506835938,620.716796875,False,1107,439,1475,1324
49,1.96,2,0.766800582408905,28.08420709334314,0,0.0,IDLE,,,,,,8.644827461242675,1.4773515380859374,893.0380859375,883.38134765625,662.136474609375,658.7094116210938,True,1893,452,2215,1316
