frame_idx,timestamp,best_conf,infer_ms,jump_count,spm,state,dt,expected_dt,hip_amp,shoulder_amp,amp_ewma,lift_th,lift_noise_sigma,ground_y,hip_y,shoulder_ground_y,shoulder_y,is_airborne
21,0.7,0.7699243426322937,27.267517056316137,0,0.0,IDLE,,,,,,4.736985726928711,1.5789952423095703,238.47506713867188,241.01119995117188,155.89682006835938,151.22210693359375,False
22,0.7333333333333333,0.8363684415817261,26.90709102898836,0,0.0,IDLE,,,,,,4.743127784729003,1.5810425949096678,239.9066162109375,240.6381072998047,155.8946533203125,151.16502380371094,False
23,0.7666666666666667,0.8187269568443298,26.87752991914749,0,0.0,IDLE,,,,,,4.708888357543945,1.5696294525146484,240.26866149902344,240.27061462402344,155.89247131347656,151.0919189453125,False
24,0.8,0.829686164855957,26.733031030744314,0,0.0,IDLE,,,,,,4.2691034454345695,1.4230344818115233,240.3397216796875,240.38580322265625,155.8903045654297,150.6724853515625,False
25,0.8333333333333334,0.8343508243560791,26.80419199168682,0,0.0,IDLE,,,,,,4.782932391357422,1.5943107971191406,240.32821655273438,238.83926391601562,155.88812255859375,150.4138946533203,False
26,0.8666666666666667,0.718122661113739,26.60799492150545,0,0.0,IDLE,,,,,,4.378778201293946,1.4595927337646484,240.3166961669922,237.56304931640625,155.8859405517578,149.43252563476562,False
27,0.9,0.8502150774002075,26.75588196143508,0,0.0,IDLE,,,,,,4.2691034454345695,1.4230344818115233,240.30517578125,238.36476135253906,155.88377380371094,149.28883361816406,False
28,0.9333333333333333,0.8641213178634644,26.84478205628693,0,0.0,IDLE,,,,,,4.2691034454345695,1.4230344818115233,240.2936553955078,234.09197998046875,155.881591796875,148.65162658691406,True
29,0.9666666666666667,0.8230147957801819,26.50172496214509,0,0.0,IDLE,,,,,,4.2691034454345695,1.4230344818115233,240.28213500976562,233.61358642578125,155.87942504882812,148.58558654785156,True
30,1.0,0.8880345225334167,26.680551934987307,0,0.0,IDLE,,,,,,4.2691034454345695,1.4230344818115233,240.27061462402344,233.25543212890625,155.8772430419922,148.51443481445312,True
31,1.0333333333333334,0.8551955819129944,26.698488974943757,0,0.0,IDLE,,,,,,4.2691034454345695,1.4230344818115233,240.26995849609375,233.45089721679688,155.8716278076172,149.0932159423828,True
32,1.0666666666666667,0.8535798788070679,26.577728101983666,0,0.0,IDLE,,,,,,4.2691034454345695,1.4230344818115233,240.26930236816406,233.832763671875,155.8660125732422,149.30975341796875,True
33,1.1,0.8455836772918701,26.752747129648924,0,0.0,IDLE,,,,,,4.2691034454345695,1.4230344818115233,240.26866149902344,234.13809204101562,155.86038208007812,149.38150024414062,True
34,1.1333333333333333,0.8274756073951721,26.54142491519451,0,0.0,IDLE,,,,,,4.2691034454345695,1.4230344818115233,240.26800537109375,234.22506713867188,155.85476684570312,150.33624267578125,True
35,1.1666666666666667,0.8232974410057068,26.91276790574193,0,0.0,IDLE,,,,,,4.2691034454345695,1.4230344818115233,240.26734924316406,234.2363739013672,155.84915161132812,150.93704223632812,True
36,1.2,0.8009541034698486,26.653951965272427,0,0.0,IDLE,,,,,,4.2691034454345695,1.4230344818115233,240.26669311523438,233.12200927734375,155.84353637695312,151.97406005859375,True
37,1.2333333333333334,0.8097449541091919,26.77081199362874,0,0.0,IDLE,,,,,,4.2691034454345695,1.4230344818115233,240.2660369873047,233.11444091796875,155.83792114257812,152.87710571289062,True
38,1.2666666666666666,0.7931593060493469,27.446040185168386,0,0.0,IDLE,,,,,,4.378778201293946,1.4595927337646484,240.26539611816406,234.97216796875,155.83229064941406,154.05490112304688,True
39,1.3,0.8112497925758362,28.756816871464252,1,0.0,JUMPING,,,7.150299072265625,7.3122406005859375,7.150299072265625,4.231029473876953,1.4103431579589842,240.26473999023438,236.64501953125,155.82667541503906,154.920654296875,False
40,1.3333333333333333,0.7982273101806641,26.961522875353694,1,0.0,JUMPING,,,,,7.150299072265625,4.106016540527343,1.368672180175781,240.2640838623047,237.5850830078125,155.82106018066406,155.04795837402344,False
41,1.3666666666666667,0.7961528301239014,26.869602967053652,1,0.0,JUMPING,,,,,7.150299072265625,5.501417417907715,1.8338058059692381,240.12159729003906,237.2157745361328,155.81219482421875,154.583740234375,False
42,1.4,0.803956151008606,26.481263106688857,1,0.0,JUMPING,,,,,7.150299072265625,6.01938631439209,2.006462104797363,239.9791259765625,236.11917114257812,155.8033447265625,152.94580078125,False
43,1.4333333333333333,0.8339263200759888,26.5966618899256,1,0.0,JUMPING,,,,,7.150299072265625,6.363986297607422,2.1213287658691407,239.83663940429688,235.05133056640625,155.7944793701172,150.95745849609375,False
44,1.4666666666666666,0.8172107934951782,26.450652861967683,1,0.0,JUMPING,,,,,7.150299072265625,7.17833493347168,2.3927783111572265,239.69415283203125,234.012939453125,155.78561401367188,149.20159912109375,False
45,1.5,0.8093760013580322,26.78397996351123,1,0.0,JUMPING,,,,,7.150299072265625,7.2563153137207035,2.4187717712402343,239.69415283203125,233.32675170898438,155.63052368164062,148.24002075195312,False
46,1.5333333333333334,0.8116936683654785,26.54936909675598,1,0.0,JUMPING,,,,,7.150299072265625,7.573869882202148,2.5246232940673825,239.69415283203125,233.69976806640625,155.38967895507812,147.35276794433594,False
47,1.5666666666666667,0.7984869480133057,26.87265002168715,1,0.0,JUMPING,,,,,7.150299072265625,8.073582275390624,2.691194091796875,239.69415283203125,234.53399658203125,155.173828125,146.3282012939453,False
48,1.6,0.8097755312919617,26.840219972655177,1,0.0,JUMPING,,,,,7.150299072265625,7.967775997924804,2.6559253326416012,239.69415283203125,235.9866485595703,154.99703979492188,146.8150177001953,False
49,1.6333333333333333,0.8284278512001038,26.657429989427328,1,0.0,JUMPING,,,,,7.150299072265625,7.6180519775390625,2.5393506591796875,240.0762176513672,239.79441833496094,154.88600158691406,149.57997131347656,False
50,1.6666666666666667,0.8192026019096375,26.768429903313518,1,0.0,JUMPING,,,,,7.150299072265625,6.923626171875,2.307875390625,240.26800537109375,244.11541748046875,154.7641143798828,154.23922729492188,False
51,1.7,0.8043397068977356,26.664396980777383,1,0.0,JUMPING,,,,,7.150299072265625,7.31549624633789,2.438498748779297,240.3397216796875,251.31031799316406,154.7641143798828,160.32281494140625,False
52,1.7333333333333334,0.8108561038970947,27.09401911124587,1,0.0,JUMPING,,,,,7.150299072265625,7.398906069946288,2.4663020233154294,240.5371856689453,258.83282470703125,154.7641143798828,166.19140625,False
53,1.7666666666666666,0.8081847429275513,27.062429813668132,1,0.0,JUMPING,,,,,7.150299072265625,7.675807681274414,2.5586025604248044,240.86196899414062,262.87567138671875,154.81610107421875,169.05142211914062,False
54,1.8,0.810994565486908,27.086307993158698,1,0.0,JUMPING,,,,,7.150299072265625,6.337314157104492,2.112438052368164,242.87371826171875,260.608642578125,154.99703979492188,169.1871337890625,False
55,1.8333333333333333,0.828853189945221,26.454603066667914,1,0.0,JUMPING,,,,,7.150299072265625,20.67854404449463,6.892848014831543,248.43234252929688,254.44024658203125,158.21286010742188,164.87689208984375,False
56,1.8666666666666667,0.7973976135253906,26.735044084489346,1,0.0,JUMPING,,,,,7.150299072265625,25.122701936066154,9.145263903808594,248.54013061523438,244.38485717773438,158.9058380126953,156.78038024902344,False
57,1.9,0.8648716807365417,26.756768114864826,1,0.0,JUMPING,,,,,7.150299072265625,26.088212120234967,9.145263903808594,248.54013061523438,232.6016082763672,158.9058380126953,147.0194091796875,False
58,1.9333333333333333,0.830846905708313,26.61343291401863,1,0.0,JUMPING,,,,,7.150299072265625,26.22011505544186,9.145263903808594,248.54013061523438,223.04159545898438,158.9058380126953,137.534423828125,False
59,1.9666666666666666,0.7669278383255005,27.444515144452453,1,0.0,JUMPING,,,,,7.150299072265625,25.77480045884848,10.412213200378417,248.54013061523438,217.13507080078125,158.9058380126953,130.70928955078125,True
60,2.0,0.7748435735702515,28.07627897709608,1,0.0,JUMPING,,,,,7.150299072265625,17.129961666870116,5.709987222290039,248.54013061523438,213.48480224609375,158.9058380126953,127.33541870117188,True
61,2.033333333333333,0.7503042221069336,26.846003951504827,1,0.0,JUMPING,,,,,7.150299072265625,17.129961666870116,5.709987222290039,248.54013061523438,211.349609375,158.9058380126953,125.64273071289062,True
62,2.066666666666667,0.7779196500778198,27.026633033528924,1,0.0,JUMPING,,,,,7.150299072265625,17.129961666870116,5.709987222290039,248.54013061523438,210.94964599609375,158.9058380126953,126.0969467163086,True
63,2.1,0.7755641341209412,26.69588290154934,1,0.0,JUMPING,,,,,7.150299072265625,17.129961666870116,5.709987222290039,248.54013061523438,213.39927673339844,158.9058380126953,129.25933837890625,True
64,2.1333333333333333,0.784744381904602,27.036246145144105,1,0.0,JUMPING,,,,,7.150299072265625,17.129961666870116,5.709987222290039,248.54013061523438,218.99227905273438,158.9058380126953,135.97027587890625,True
65,2.1666666666666665,0.8338311910629272,32.27757406421006,1,0.0,JUMPING,,,,,7.150299072265625,18.759134014892577,6.253044671630859,248.54013061523438,226.08908081054688,158.9058380126953,145.14743041992188,True
66,2.2,0.8063938021659851,27.38096402026713,2,66.66665960241322,JUMPING,0.9000000000000001,0.9000000000000001,37.590484619140625,33.26310729980469,14.760345458984375,20.417353884887696,6.805784628295898,248.54013061523438,229.99838256835938,158.9058380126953,150.51040649414062,False
67,2.2333333333333334,0.7822880744934082,31.001336174085736,2,66.66665960241322,JUMPING,,0.9000000000000001,,,14.760345458984375,20.417353884887696,6.805784628295898,248.54013061523438,240.45010375976562,158.9058380126953,156.49551391601562,False
68,2.2666666666666666,0.8048814535140991,36.25941905193031,2,66.66665960241322,JUMPING,,0.9000000000000001,,,14.760345458984375,20.417353884887696,6.805784628295898,248.54013061523438,242.85107421875,159.5845184326172,158.47708129882812,False
69,2.3,0.8075788021087646,28.553710784763098,2,66.66665960241322,JUMPING,,0.9000000000000001,,,14.760345458984375,25.629132635593415,10.370892874145508,248.54013061523438,238.96035766601562,159.5845184326172,154.70745849609375,False
70,2.3333333333333335,0.8276787400245667,26.59974596463144,2,66.66665960241322,JUMPING,,0.9000000000000001,,,14.760345458984375,26.057268242537976,10.370892874145508,248.54013061523438,231.2052001953125,159.5845184326172,147.2652587890625,False
71,2.3666666666666667,0.7838958501815796,26.54576301574707,2,66.66665960241322,JUMPING,,0.9000000000000001,,,14.760345458984375,26.577865007519723,10.370892874145508,248.54013061523438,224.109619140625,159.5845184326172,139.61297607421875,False
72,2.4,0.7808694243431091,26.847382774576545,2,66.66665960241322,JUMPING,,0.9000000000000001,,,14.760345458984375,26.10910353600979,10.370892874145508,248.54013061523438,220.0319366455078,159.5845184326172,135.06231689453125,True
73,2.433333333333333,0.8181426525115967,26.685015996918082,2,66.66665960241322,JUMPING,,0.9000000000000001,,,14.760345458984375,26.25355554610491,10.370892874145508,248.54013061523438,216.48602294921875,159.5845184326172,131.50204467773438,True
74,2.466666666666667,0.7915384769439697,26.816623052582145,2,66.66665960241322,JUMPING,,0.9000000000000001,,,14.760345458984375,26.32141490906477,10.370892874145508,248.54013061523438,215.85354614257812,159.5845184326172,129.46768188476562,True
75,2.5,0.8108278512954712,26.934023946523666,2,66.66665960241322,JUMPING,,0.9000000000000001,,,14.760345458984375,26.250266812443733,10.370892874145508,248.54013061523438,216.43582153320312,159.5845184326172,130.01519775390625,True
76,2.533333333333333,0.7523066401481628,26.84120391495526,2,66.66665960241322,JUMPING,,0.9000000000000001,,,14.760345458984375,25.866954593360425,10.370892874145508,248.54013061523438,220.2449951171875,159.5845184326172,134.442626953125,True
77,2.566666666666667,0.7992859482765198,26.54072898440063,3,94.73684329405387,JUMPING,0.3666666666666667,0.7826666666666668,32.68658447265625,30.116836547851562,19.241905212402344,25.495119937062267,10.370892874145508,248.54013061523438,227.1978759765625,159.5845184326172,142.25588989257812,False
78,2.6,0.5001137852668762,26.539715006947517,3,94.73684329405387,JUMPING,,0.7826666666666668,,,19.241905212402344,25.42102492630482,10.370892874145508,248.54013061523438,231.9228057861328,159.5845184326172,147.0350341796875,False
79,2.6333333333333333,0.8212567567825317,26.852885028347373,3,94.73684329405387,JUMPING,,0.7826666666666668,,,19.241905212402344,22.48665048522949,7.4955501617431635,248.54013061523438,239.3291778564453,159.5845184326172,153.1942138671875,False
80,2.6666666666666665,0.7937945127487183,26.807830901816487,3,94.73684329405387,JUMPING,,0.7826666666666668,,,19.241905212402344,20.85279524230957,6.950931747436523,248.54013061523438,240.3570098876953,159.5845184326172,156.11521911621094,False
81,2.7,0.823525071144104,26.379220886155963,3,94.73684329405387,JUMPING,,0.7826666666666668,,,19.241905212402344,20.85279524230957,6.950931747436523,248.54013061523438,236.53103637695312,159.5845184326172,153.61959838867188,False
82,2.7333333333333334,0.8121374845504761,26.72045398503542,3,94.73684329405387,JUMPING,,0.7826666666666668,,,19.241905212402344,20.85279524230957,6.950931747436523,248.54013061523438,227.87197875976562,159.5845184326172,146.3731689453125,False
83,2.7666666666666666,0.791338324546814,26.682587107643485,3,94.73684329405387,JUMPING,,0.7826666666666668,,,19.241905212402344,20.85279524230957,6.950931747436523,248.54013061523438,221.0643768310547,159.5845184326172,138.39654541015625,True
84,2.8,0.7846498489379883,26.541294995695353,3,94.73684329405387,JUMPING,,0.7826666666666668,,,19.241905212402344,20.85279524230957,6.950931747436523,248.54013061523438,217.52133178710938,159.5845184326172,133.88330078125,True
85,2.8333333333333335,0.7889198064804077,26.924373814836144,3,94.73684329405387,JUMPING,,0.7826666666666668,,,19.241905212402344,20.85279524230957,6.950931747436523,248.54013061523438,214.7872314453125,159.5845184326172,131.33522033691406,True
86,2.8666666666666667,0.8170101046562195,26.679397793486714,3,94.73684329405387,JUMPING,,0.7826666666666668,,,19.241905212402344,20.85279524230957,6.950931747436523,248.54013061523438,211.80865478515625,159.5845184326172,128.0894317626953,True
87,2.9,0.7865850329399109,26.77261712960899,3,94.73684329405387,JUMPING,,0.7826666666666668,,,19.241905212402344,20.85279524230957,6.950931747436523,248.54013061523438,213.9472198486328,159.5845184326172,128.05850219726562,True
88,2.933333333333333,0.7615220546722412,26.65303205139935,3,94.73684329405387,JUMPING,,0.7826666666666668,,,19.241905212402344,20.85279524230957,6.950931747436523,248.54013061523438,216.07681274414062,159.5845184326172,131.34100341796875,True
89,2.966666666666667,0.7669151425361633,26.714778970927,3,94.73684329405387,JUMPING,,0.7826666666666668,,,19.241905212402344,20.85279524230957,6.950931747436523,248.54013061523438,221.43963623046875,159.5845184326172,138.25086975097656,True
90,3.0,0.8165481090545654,26.491876924410462,3,94.73684329405387,JUMPING,,0.7826666666666668,,,19.241905212402344,20.85279524230957,6.950931747436523,248.54013061523438,224.10623168945312,159.5845184326172,142.4297332763672,True
91,3.033333333333333,0.7900589108467102,26.652914006263018,4,103.84614932290215,JUMPING,0.46666666666666634,0.7131466666666667,36.731475830078125,31.526016235351562,23.61429786682129,20.85279524230957,6.950931747436523,248.54013061523438,231.4886474609375,159.5845184326172,149.95018005371094,False
92,3.066666666666667,0.8081861734390259,26.5447071287781,4,103.84614932290215,JUMPING,,0.7131466666666667,,,23.61429786682129,20.85279524230957,6.950931747436523,248.54013061523438,236.90963745117188,159.5845184326172,155.83782958984375,False
93,3.1,0.8336588144302368,26.573562063276768,4,103.84614932290215,JUMPING,,0.7131466666666667,,,23.61429786682129,20.85279524230957,6.950931747436523,248.54013061523438,235.23822021484375,159.5845184326172,155.24099731445312,False
94,3.1333333333333333,0.8512318730354309,26.746527990326285,4,103.84614932290215,JUMPING,,0.7131466666666667,,,23.61429786682129,22.48665048522949,7.4955501617431635,248.54013061523438,229.891845703125,159.5845184326172,150.01663208007812,False
95,3.1666666666666665,0.8449549674987793,26.56711614690721,4,103.84614932290215,JUMPING,,0.7131466666666667,,,23.61429786682129,25.659533081650736,11.03653131866455,248.54013061523438,225.70314025878906,159.5845184326172,146.42762756347656,False
96,3.2,0.8324166536331177,26.9832129124552,4,103.84614932290215,JUMPING,,0.7131466666666667,,,23.61429786682129,17.43122790527344,5.8104093017578125,243.77134704589844,221.30645751953125,157.79840087890625,140.25062561035156,True
97,3.2333333333333334,0.8138872981071472,26.373644126579165,4,103.84614932290215,JUMPING,,0.7131466666666667,,,23.61429786682129,17.017164981079098,5.672388327026367,241.89068603515625,216.51611328125,156.6664276123047,134.16970825195312,True
98,3.2666666666666666,0.7981051206588745,26.734037091955543,4,103.84614932290215,JUMPING,,0.7131466666666667,,,23.61429786682129,16.930226019287108,5.643408673095703,240.41287231445312,212.65127563476562,156.34339904785156,130.06112670898438,True
99,3.3,0.812791645526886,26.769542833790183,4,103.84614932290215,JUMPING,,0.7131466666666667,,,23.61429786682129,12.44557367248535,4.148524557495117,239.9458770751953,210.51904296875,156.00425720214844,127.86953735351562,True
100,3.3333333333333335,0.7909501791000366,26.581904152408242,4,103.84614932290215,JUMPING,,0.7131466666666667,,,23.61429786682129,10.761631814575194,3.5872106048583983,239.18165588378906,211.4615478515625,155.59909057617188,128.35406494140625,True
101,3.3666666666666667,0.7453688383102417,26.686586206778884,4,103.84614932290215,JUMPING,,0.7131466666666667,,,23.61429786682129,9.12119337158203,3.0403977905273436,238.1400604248047,214.565673828125,155.027587890625,131.75360107421875,True
102,3.4,0.803282618522644,26.589678833261132,4,103.84614932290215,JUMPING,,0.7131466666666667,,,23.61429786682129,8.26500425338745,2.6245476745605467,238.1400604248047,220.90670776367188,155.027587890625,138.75997924804688,True
103,3.433333333333333,0.819309413433075,26.83990099467337,5,112.49999413266809,JUMPING,0.3999999999999999,0.6442544,27.621017456054688,27.158050537109375,24.61597776412964,8.26500425338745,2.6245476745605467,238.1400604248047,230.0502471923828,155.027587890625,146.78370666503906,False
104,3.466666666666667,0.8461166620254517,26.937989983707666,5,112.49999413266809,JUMPING,,0.6442544,,,24.61597776412964,8.615592217445373,2.20869755859375,238.5804443359375,238.0105743408203,155.027587890625,153.47657775878906,False
105,3.5,0.845928430557251,26.670620078220963,5,112.49999413266809,JUMPING,,0.6442544,,,24.61597776412964,8.615592217445373,2.6245476745605467,239.18165588378906,242.41494750976562,155.59909057617188,157.13958740234375,False
106,3.533333333333333,0.763722836971283,26.64165198802948,5,112.49999413266809,JUMPING,,0.6442544,,,24.61597776412964,10.354966506958007,3.4516555023193356,239.9458770751953,241.65728759765625,156.00425720214844,156.53805541992188,False
107,3.566666666666667,0.8448998928070068,26.55313489958644,5,112.49999413266809,JUMPING,,0.6442544,,,24.61597776412964,10.558299160766602,3.519433053588867,239.9458770751953,234.83624267578125,156.00425720214844,150.8511505126953,False
108,3.6,0.7922239303588867,26.620297925546765,5,112.49999413266809,JUMPING,,0.6442544,,,24.61597776412964,10.558299160766602,3.519433053588867,239.9458770751953,227.80563354492188,156.00425720214844,142.9181671142578,True
109,3.6333333333333333,0.8177748918533325,26.545880129560828,5,112.49999413266809,JUMPING,,0.6442544,,,24.61597776412964,10.558299160766602,3.519433053588867,239.9458770751953,220.132080078125,156.00425720214844,135.98329162597656,True
110,3.6666666666666665,0.7932167053222656,26.83648793026805,5,112.49999413266809,JUMPING,,0.6442544,,,24.61597776412964,10.558299160766602,3.519433053588867,239.9458770751953,215.65069580078125,156.00425720214844,131.8354949951172,True
111,3.7,0.8163175582885742,27.02244115062058,5,112.49999413266809,JUMPING,,0.6442544,,,24.61597776412964,10.558299160766602,3.519433053588867,239.9458770751953,214.359130859375,156.00425720214844,130.4423065185547,True
112,3.7333333333333334,0.7906054258346558,26.6649869736284,5,112.49999413266809,JUMPING,,0.6442544,,,24.61597776412964,10.805135229492187,3.601711743164062,239.18165588378906,217.137451171875,155.59909057617188,132.02874755859375,True
113,3.7666666666666666,0.8182456493377686,26.546240085735917,5,112.49999413266809,JUMPING,,0.6442544,,,24.61597776412964,8.615592217445373,2.8361941635131833,238.5804443359375,221.6927032470703,155.027587890625,137.40847778320312,True
114,3.8,0.8027103543281555,26.66127006523311,5,112.49999413266809,JUMPING,,0.6442544,,,24.61597776412964,10.776494915771483,3.592164971923828,237.5701904296875,223.73919677734375,154.59243774414062,140.92767333984375,True
115,3.8333333333333335,0.8111898899078369,26.751093100756407,5,112.49999413266809,JUMPING,,0.6442544,,,24.61597776412964,10.776494915771483,3.592164971923828,237.5701904296875,224.76551818847656,154.59243774414062,143.0985107421875,True
116,3.8666666666666667,0.7962982058525085,26.619229931384325,6,116.88311977840077,JUMPING,0.43333333333333357,0.5978517653333334,23.2110595703125,24.150131225585938,24.264748215675354,10.776494915771483,3.592164971923828,237.5701904296875,231.55953979492188,154.59243774414062,150.482666015625,False
117,3.9,0.7516059875488281,26.608945103362203,6,116.88311977840077,JUMPING,,0.5978517653333334,,,24.264748215675354,10.454257452392579,3.4847524841308593,237.5701904296875,234.5592041015625,154.59243774414062,152.75033569335938,False
118,3.933333333333333,0.828127920627594,26.60316601395607,6,116.88311977840077,JUMPING,,0.5978517653333334,,,24.264748215675354,10.454257452392579,3.4847524841308593,237.5701904296875,230.42080688476562,154.59243774414062,149.0371551513672,False
119,3.966666666666667,0.7957541942596436,26.607735082507133,6,116.88311977840077,JUMPING,,0.5978517653333334,,,24.264748215675354,10.454257452392579,3.4847524841308593,237.5701904296875,226.84457397460938,154.59243774414062,143.21363830566406,True
120,4.0,0.7960523366928101,27.02623186632991,6,116.88311977840077,JUMPING,,0.5978517653333334,,,24.264748215675354,10.454257452392579,3.4847524841308593,237.5701904296875,224.45184326171875,154.59243774414062,139.1619873046875,True
121,4.033333333333333,0.8266530632972717,28.613528003916144,6,116.88311977840077,JUMPING,,0.5978517653333334,,,24.264748215675354,10.454257452392579,3.4847524841308593,237.5701904296875,219.57798767089844,154.59243774414062,134.8028106689453,True
122,4.066666666666666,0.7877930402755737,27.37109106965363,6,116.88311977840077,JUMPING,,0.5978517653333334,,,24.264748215675354,10.454257452392579,3.4847524841308593,237.5701904296875,215.4661865234375,154.59243774414062,131.57493591308594,True
123,4.1,0.8047674298286438,27.452640002593398,6,116.88311977840077,JUMPING,,0.5978517653333334,,,24.264748215675354,10.776494915771483,3.592164971923828,237.5701904296875,214.57557678222656,154.59243774414062,130.75770568847656,True
124,4.133333333333334,0.8064024448394775,26.941251941025257,6,116.88311977840077,JUMPING,,0.5978517653333334,,,24.264748215675354,8.770315594482422,2.9234385314941407,236.75819396972656,218.55014038085938,154.59243774414062,134.03720092773438,True
125,4.166666666666667,0.8748982548713684,26.831187773495913,6,116.88311977840077,JUMPING,,0.5978517653333334,21.438323974609375,22.8046875,24.264748215675354,14.346455726623535,4.7821519088745115,236.01390075683594,223.27163696289062,153.56239318847656,139.76315307617188,False
126,4.2,0.886581540107727,26.52877289801836,6,116.88311977840077,JUMPING,,0.5978517653333334,,,24.264748215675354,14.504113188171386,4.834704396057129,235.07742309570312,226.30819702148438,153.1860809326172,143.5845184326172,False
127,4.233333333333333,0.8338379859924316,26.672197971493006,6,116.88311977840077,JUMPING,,0.5978517653333334,,,24.264748215675354,15.351004550170899,5.117001516723633,235.07742309570312,230.82962036132812,153.1860809326172,149.3223114013672,False
128,4.266666666666667,0.8441129922866821,26.697835186496377,6,116.88311977840077,JUMPING,,0.5978517653333334,,,24.264748215675354,14.346455726623535,4.7821519088745115,236.24107360839844,237.53109741210938,153.71730041503906,153.87777709960938,False
129,4.3,0.8334853053092957,26.658035116270185,6,116.88311977840077,JUMPING,,0.5978517653333334,,,24.264748215675354,8.933979377746581,2.977993125915527,236.66026306152344,236.28619384765625,153.71730041503906,153.20309448242188,False
130,4.333333333333333,0.7725130915641785,26.9955659750849,6,116.88311977840077,JUMPING,,0.5978517653333334,,,24.264748215675354,12.330876681518554,4.1102922271728515,236.66026306152344,231.9647216796875,153.71730041503906,147.9658966064453,False
131,4.366666666666666,0.7844851016998291,28.57859106734395,6,116.88311977840077,JUMPING,,0.5978517653333334,,,24.264748215675354,12.330876681518554,4.1102922271728515,236.66026306152344,226.67819213867188,153.71730041503906,141.33673095703125,False
132,4.4,0.7675582766532898,27.06335997208953,6,116.88311977840077,JUMPING,,0.5978517653333334,,,24.264748215675354,12.330876681518554,4.1102922271728515,236.66026306152344,222.90744018554688,153.71730041503906,137.26382446289062,True
